ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении,Поступил
Сысоев Зосима Исидорович,М,2021,очно-заочная,Физика,"к. Клин, ул. алл. Пушкина, д. 1/5, кв. 128",89311091939,71.0,,53.3,,,70.7,,58.0,60.666666666666664,66.1,True
Колесникова Надежда Радимовна,Ж,2021,заочная,Химия,"с. Оха, ул. наб. Рязанская, д. 6, кв. 153",+78456797232,80.2,,,65.4,,66.0,66.9,,66.10000000000001,72.3,True
Горбунов Онуфрий Лукович,М,2021,заочная,Биология,"д. Сальск, ул. наб. Стахановская, д. 438, кв. 81",+70249685498,71.9,,,71.1,79.1,,70.1,,73.43333333333332,72.7,True
Колесников Аггей Викторинович,М,2021,очно-заочная,Химия,"с. Ведено, ул. алл. Высотная, д. 6, кв. 56",+72749545089,86.7,,66.6,58.3,,,83.2,,69.36666666666666,74.3,True
Иванов Творимир Янович,М,2021,очная,Физика,"п. Шамары, ул. ул. Школьная, д. 36, кв. 169",+70388065333,72.7,52.6,,,78.3,64.0,,,64.96666666666667,69.4,True
Симонова Ангелина Фотиевна,Ж,2021,очная,Медицинская биохимия,"г. Борзя, ул. бул. Дорожников, д. 82, кв. 127",+75377959959,75.5,69.7,,,,,44.0,65.3,59.666666666666664,64.6,False
Филатов Аникита Афанасиевич,М,2021,очно-заочная,Медицинская биохимия,"с. Курумкан, ул. пер. Лазурный, д. 9, кв. 83",+76521707303,82.3,,58.3,,,,64.8,55.6,59.56666666666666,66.2,False
Гущина Людмила Силовна,Ж,2021,заочная,Прикладная математика,"д. Мураши, ул. алл. Байкальская, д. 3, кв. 175",+77933756362,70.0,55.4,74.6,65.7,,,,,65.23333333333333,67.2,True
Калинина Валентина Ладиславовна,Ж,2021,заочная,Экономика,"п. Мичуринск, ул. ул. Кольцова, д. 885, кв. 95",+75015081247,78.8,62.7,,68.3,,,,68.3,66.43333333333334,72.5,True
Беляев Эрнст Кондратович,М,2021,очная,Экономика,"с. Бомнак, ул. ул. Луначарского, д. 680, кв. 79",+79500334234,85.2,,,,,72.1,54.6,72.3,66.33333333333333,71.0,True
Щербаков Порфирий Николаевич,М,2021,заочная,Медицинская биохимия,"к. Северобайкальск, ул. пр. Дзержинского, д. 8, кв. 59",+75832302410,67.8,,67.1,,70.2,60.2,,,65.83333333333333,65.5,False
Мухина Алевтина Глебовна,Ж,2021,заочная,Медицинская биохимия,"клх Качканар, ул. наб. Малая, д. 8, кв. 224",+76153473552,78.5,,,59.8,57.8,,85.1,,67.56666666666666,73.1,True
Полякова Синклитикия Всемиловна,Ж,2021,заочная,Информатика и вычислительная техника,"г. Славгород, ул. ул. Декабристов, д. 8, кв. 52",89611223386,79.0,,60.6,,72.2,,65.5,,66.10000000000001,69.3,True
Евсеева Марфа Трифоновна,Ж,2021,очная,История,"к. Шелагонцы, ул. алл. Подгорная, д. 4, кв. 126",85963099384,82.1,51.0,,,,56.8,43.3,,50.36666666666667,59.9,False
Кондратьева Кира Гавриловна,Ж,2021,заочная,Прикладная математика,"п. Каменномостский, ул. ул. Тамбовская, д. 2/2, кв. 177",+75304289731,70.0,,,,73.1,,84.1,64.6,73.93333333333332,72.8,True
Ларионова Клавдия Мстиславовна,Ж,2021,очная,Прикладная математика,"п. Тотьма, ул. пер. Саратовский, д. 1/9, кв. 122",89128685787,69.5,65.7,67.2,,80.1,,,,71.0,71.9,True
Жданов Автоном Федорович,М,2021,очно-заочная,Биология,"ст. Усть-Кут, ул. ул. К.Маркса, д. 97, кв. 122",+75587774969,80.5,,58.6,75.9,,67.5,,,67.33333333333333,71.9,True
Ильин Вячеслав Андроникович,М,2021,очно-заочная,История,"г. Лотошино, ул. ш. Демьяна Бедного, д. 25, кв. 81",+73337363466,79.2,,74.5,,69.2,,,69.1,70.93333333333332,75.8,True
Дроздов Аверкий Эдуардович,М,2021,очная,Физика,"г. Саянск, ул. бул. Фрунзе, д. 6/4, кв. 238",82548121478,78.9,,,40.9,57.2,73.2,,,57.1,65.4,True
Беляков Никодим Трофимович,М,2021,заочная,Информатика и вычислительная техника,"клх Кингисепп, ул. пр. Березовый, д. 289, кв. 92",83907895677,79.5,,79.1,,,,43.3,66.6,63.0,67.1,True
Тимофеева Анжелика Епифановна,Ж,2021,очно-заочная,Медицинская биохимия,"клх Сосногорск, ул. алл. Гагарина, д. 7, кв. 128",86575460273,73.3,,65.3,,,81.4,73.7,,73.46666666666665,75.4,True
Соболев Мечислав Остромирович,М,2021,очная,История,"клх Сосьва (Хант.), ул. пр. Циолковского, д. 79, кв. 151",+71514888143,78.8,,,76.2,,69.3,,74.9,73.46666666666667,75.0,True
Баранов Соломон Гостомыслович,М,2021,заочная,Медицинская биохимия,"к. Кизляр, ул. алл. Димитрова, д. 59, кв. 228",+71150835354,79.2,,61.9,46.2,62.5,,,,56.86666666666667,63.8,False
Поляков Доброслав Яковович,М,2021,очно-заочная,Прикладная математика,"клх Руза, ул. наб. Пугачева, д. 199, кв. 177",+74392840445,73.1,,64.2,,,83.0,,52.0,66.39999999999999,69.0,True
Григорьев Ипполит Викентиевич,М,2021,очная,Информатика и вычислительная техника,"г. Батайск, ул. пер. 50 лет Октября, д. 4/1, кв. 137",86907826333,88.6,,,,65.2,,63.5,67.3,65.33333333333333,72.7,True
Агафонов Дмитрий Ферапонтович,М,2021,заочная,Прикладная математика,"ст. Невинномысск, ул. алл. Кубанская, д. 789, кв. 170",83898775153,80.2,63.0,,,56.9,81.4,,,67.10000000000001,70.0,True
Якушев Аполлинарий Ульянович,М,2021,заочная,Химия,"к. Зеленоград, ул. бул. Пушкина, д. 5/9, кв. 199",86377805292,70.3,58.7,,55.8,,,54.8,,56.43333333333334,59.3,False
Юдин Роман Ульянович,М,2021,очная,Биология,"д. Эльтон, ул. бул. Л.Толстого, д. 8, кв. 44",+70755366684,81.3,,65.6,63.3,,59.7,,,62.86666666666665,69.1,True
Калинин Афанасий Артемович,М,2021,заочная,Биология,"ст. Сусуман, ул. наб. Тельмана, д. 28, кв. 216",89090225999,71.6,58.2,48.7,,47.5,,,,51.46666666666667,59.9,False
Комаров Ипатий Евстафиевич,М,2021,очно-заочная,Экономика,"п. Дно, ул. ул. Гончарова, д. 9/2, кв. 210",86636186371,82.1,,,,68.4,74.1,54.0,,65.5,71.6,True
Мартынова Фаина Максимильяновна,Ж,2021,очная,История,"к. Тура, ул. пер. Енисейский, д. 2/8, кв. 4",89741218209,84.4,60.1,,,59.0,,,67.7,62.26666666666667,72.0,True
Гусев Мир Измаилович,М,2021,заочная,Медицинская биохимия,"ст. Челябинск, ул. пер. Горького, д. 6, кв. 208",80231643348,72.5,,,78.4,,62.3,,42.5,61.06666666666666,64.2,False
Бобров Варлаам Якубович,М,2021,заочная,Экономика,"ст. Курган, ул. ш. Ясное, д. 8/3, кв. 134",+77058025662,83.2,66.0,,,64.5,,61.8,,64.10000000000001,69.9,True
Мясникова Ангелина Евлампиевна,Ж,2021,заочная,Физика,"д. Воронеж, ул. ул. Саратовская, д. 40, кв. 136",+72867163234,79.9,,59.9,52.7,,,,58.3,56.96666666666666,63.6,False
Мартынова Лариса Радимовна,Ж,2021,заочная,История,"ст. Рязань, ул. ш. Торговое, д. 893, кв. 214",87299493874,82.3,,84.2,,74.4,60.5,,,73.03333333333335,74.9,True
Горбачев Максим Левович,М,2021,заочная,Информатика и вычислительная техника,"к. Нарым, ул. пер. Заречный, д. 399, кв. 214",+70271693859,88.8,58.7,,,,,55.9,49.5,54.699999999999996,65.8,True
Степанов Фотий Феофанович,М,2021,очная,Экономика,"с. Снежногорск (Мурм.), ул. пер. Коммунистический, д. 6, кв. 38",87790147546,75.9,,49.6,63.0,41.2,,,,51.26666666666667,61.1,True
Громова Татьяна Луковна,Ж,2021,очно-заочная,Прикладная математика,"с. Черняховск, ул. алл. Черноморская, д. 2, кв. 161",82632967629,72.9,68.7,,,43.7,71.7,,,61.366666666666674,67.0,True
Романов Пахом Аверкиевич,М,2021,очно-заочная,Химия,"клх Темрюк, ул. пер. Колхозный, д. 1/6, кв. 50",+76032484137,72.1,,82.7,,,56.3,,63.7,67.56666666666666,71.1,False
Крылова Лариса Ефремовна,Ж,2021,очная,Медицинская биохимия,"клх Певек, ул. ул. Индустриальная, д. 293, кв. 3",88151185672,72.5,,,71.8,58.4,,,63.8,64.66666666666667,66.3,False
Егорова Нина Мирославовна,Ж,2021,заочная,Прикладная математика,"ст. Тымовское, ул. алл. Монтажников, д. 3, кв. 166",+73807017656,76.9,,57.1,40.0,52.6,,,,49.9,60.9,False
Ларионов Всеволод Максимильянович,М,2021,очно-заочная,Прикладная математика,"к. Городовиковск, ул. алл. Кузнецова, д. 990, кв. 84",+76004125777,79.4,,,,,67.7,63.3,54.5,61.833333333333336,67.3,True
Суворов Самуил Прокофиевич,М,2021,очно-заочная,Физика,"ст. Тверь, ул. бул. Красногвардейский, д. 145, кв. 226",+71837274220,79.1,,,,67.2,60.3,63.3,,63.6,67.5,True
Носов Мирон Левович,М,2021,очно-заочная,История,"к. Катав-Ивановск, ул. бул. Кочубея, д. 26, кв. 232",81241862104,82.4,71.0,,75.1,,,,57.6,67.89999999999999,74.5,True
Жданова Пелагея Велимировна,Ж,2021,заочная,Химия,"клх Тутаев, ул. пр. Высокий, д. 7/3, кв. 235",+77523083708,77.5,,,67.3,,,58.2,60.7,62.06666666666666,68.0,False
Юдина Дарья Эрнстовна,Ж,2021,очная,История,"г. Кедровый, ул. бул. Тимирязева, д. 4/4, кв. 91",+76470900633,86.1,64.1,,68.0,74.2,,,,68.76666666666667,73.5,True
Одинцова Анжелика Климентовна,Ж,2021,очно-заочная,Экономика,"ст. Южно-Сахалинск, ул. ул. Набережная, д. 9, кв. 83",83310600531,75.8,,70.3,,,49.2,,59.9,59.800000000000004,65.1,True
Рожкова Вера Тимофеевна,Ж,2021,очная,Биология,"г. Ноябрьск, ул. бул. Мира, д. 4/2, кв. 167",+71220681558,93.7,,66.1,58.1,,,66.2,,63.46666666666666,73.2,True
Белоусова Евпраксия Ярославовна,Ж,2021,очно-заочная,Экономика,"ст. Орск, ул. ш. Менделеева, д. 89, кв. 146",+79386613315,81.2,,49.8,,54.6,,65.9,,56.76666666666667,66.3,True
Артемьев Бажен Афиногенович,М,2021,очная,История,"к. Нефтеюганск, ул. ш. Пограничное, д. 464, кв. 101",82065063731,72.3,63.7,,,,55.5,60.2,,59.800000000000004,64.0,False
Якушев Адам Сильвестрович,М,2021,заочная,Экономика,"клх Данков, ул. ш. Тукая, д. 87, кв. 47",+79501364971,71.0,,,,81.2,75.8,,54.3,70.43333333333334,72.6,True
Авдеев Амвросий Фомович,М,2021,заочная,Прикладная математика,"г. Ершов, ул. пер. 60 лет СССР, д. 7/1, кв. 88",89241956252,80.3,,64.0,59.4,,,83.0,,68.8,71.0,True
Маслова Фаина Харлампиевна,Ж,2021,заочная,Экономика,"к. Ижевск, ул. пер. Нижний, д. 5/5, кв. 18",87150997683,76.1,77.5,48.1,,,75.9,,,67.16666666666667,69.7,True
